TradeID,BBGCode,Currency,Side,Price,Volume,Portfolio,Action,Account,Strategy,User,TradeTimeUTC,ValueDate
6494cfab969a4fe18b9a4bddbee4194d,V LN Equity,JPY,S,477.6634347,420726,portfolio4,NEW,Account2,Strategy6,User3,2010-01-07T04:30:55.670082,20100107
b3c3acfe11254b83bec89c81353f6c79,V LN Equity,KRW,B,1491.345885,746814,portfolio4,NEW,Account6,Strategy1,User5,2010-01-08T20:06:30.641621,20100108
e83fc620175e440ca263504862171aed,V LN Equity,JPY,B,478.4649358,169755,portfolio3,NEW,Account2,Strategy6,User2,2010-01-08T03:28:55.489246,20100108
45c0ef2288f649e18a82cad89af1987c,V LN Equity,EUR,S,179.9848278,174540,portfolio4,NEW,Account4,Strategy5,User6,2010-01-06T07:21:37.829877,20100106
14e85c72bdac4568a09a6851ed6c98c9,V LN Equity,KRW,S,1487.331,530947,portfolio5,NEW,Account2,Strategy1,User2,2010-01-09T08:29:18.872334,20100109
1daa84f9b38543b3a67af6448ce0cf06,V LN Equity,JPY,B,482.219026,359673,portfolio5,NEW,Account6,Strategy2,User1,2010-01-08T21:54:46.938057,20100108
dede214299f54474a58c88f8932029d7,V LN Equity,EUR,B,183.294032,756832,portfolio5,NEW,Account3,Strategy2,User3,2010-01-06T19:25:45.589085,20100106
e1802e1b45d041e2aae754b6cd9fa3f0,V LN Equity,GBP,B,764.884091,868053,portfolio6,NEW,Account1,Strategy6,User2,2010-01-04T01:53:51.749050,20100104
67a8fe73c8be4527bbad18b512dd2167,V LN Equity,EUR,B,186.8256264,559389,portfolio3,NEW,Account3,Strategy4,User6,2010-01-07T09:35:24.910790,20100107
f46d1f6dbb8e48bc9dd8a1a191356750,V LN Equity,USD,S,773.1592415,454362,portfolio2,NEW,Account5,Strategy5,User1,2010-01-07T22:51:29.463380,20100107
50625c98c2634b88bc329cfbc96957b6,V LN Equity,KRW,B,1484.099494,428498,portfolio3,NEW,Account6,Strategy5,User1,2010-01-09T23:14:00.144674,20100109
ea759452312041e19dd3be3996af1be7,V LN Equity,EUR,S,188.4272832,24230,portfolio4,NEW,Account6,Strategy1,User5,2010-01-08T05:33:29.401130,20100108
5c7a1d60da5c4303ae473d0ed18367ad,V LN Equity,JPY,S,485.1597363,476108,portfolio1,NEW,Account4,Strategy6,User4,2010-01-09T03:12:11.114769,20100109
5fef0c5bc8044d98963ab1c85840589a,V LN Equity,NOK,S,206.0088948,234984,portfolio1,NEW,Account4,Strategy3,User3,2010-01-06T21:59:11.863851,20100106
b5ebbafdd85c404fa588ade6b2e3cece,V LN Equity,NOK,S,209.3769885,366167,portfolio5,NEW,Account5,Strategy5,User2,2010-01-07T18:10:09.162128,20100107
6ed9dca10f6f4a4593086c58a828054b,V LN Equity,NOK,B,206.7022143,75041,portfolio5,NEW,Account2,Strategy2,User3,2010-01-08T11:31:33.904193,20100108
30939e8972724ed7809fbd1e7a335266,V LN Equity,EUR,S,187.7194748,434450,portfolio2,NEW,Account2,Strategy6,User1,2010-01-09T04:09:03.220251,20100109
e97388ade03347c4b5f16f8403e35043,V LN Equity,USD,S,768.7252387,364383,portfolio2,NEW,Account4,Strategy2,User4,2010-01-08T21:17:36.238855,20100108
acf69913ad924195adec797f7b4a8958,V LN Equity,NOK,B,205.5098153,195808,portfolio5,NEW,Account4,Strategy2,User4,2010-01-08T22:53:20.731650,20100108
43ab20b25dfa4a3ea89b268cc5e1d327,V LN Equity,EUR,S,189.1881845,2136,portfolio1,NEW,Account2,Strategy1,User3,2010-01-10T04:27:33.766905,20100110
e00c90b00a394cb091c0ce8969b299cf,V LN Equity,KRW,S,1482.26512,448175,portfolio1,NEW,Account6,Strategy6,User6,2010-01-10T05:57:16.709692,20100110
39ef04a9910b4958a17ea5c022d9d8fc,V LN Equity,USD,S,766.3916019,307272,portfolio1,NEW,Account5,Strategy2,User1,2010-01-09T12:45:51.479693,20100109
b15e4d0657624d5aba650b520c7d9579,V LN Equity,USD,B,764.5133227,789212,portfolio4,NEW,Account6,Strategy3,User2,2010-01-10T17:23:05.488893,20100110
b0d0138a8ab34d03bce11d30e2d19354,V LN Equity,NOK,S,209.5088204,674464,portfolio3,NEW,Account1,Strategy5,User3,2010-01-09T22:57:15.182832,20100109
e9737ede17a047b59dd1497aacf9105f,V LN Equity,KRW,B,1478.156197,377831,portfolio2,NEW,Account5,Strategy3,User2,2010-01-11T09:57:56.624181,20100111
d72cb829a0bc4083835d6298537f09f3,V LN Equity,JPY,S,487.2135349,439248,portfolio2,NEW,Account3,Strategy4,User2,2010-01-10T05:49:19.772740,20100110
f0fe4bee478b4f739b9100965d35cf30,V LN Equity,JPY,S,485.2518849,760791,portfolio4,NEW,Account6,Strategy5,User6,2010-01-11T09:58:52.698161,20100111
84311a72b5d046149a5f37ef3c1e754a,V LN Equity,JPY,S,485.3674347,711474,portfolio1,NEW,Account3,Strategy5,User3,2010-01-11T23:25:45.842893,20100111
3171ea57ff734b63871e1d2d667aa326,V LN Equity,JPY,S,481.5273021,442462,portfolio3,NEW,Account4,Strategy3,User4,2010-01-12T20:30:35.283006,20100112
d0be72f6a03645b6871cc58bb423a7e0,V LN Equity,USD,S,762.5685755,223646,portfolio6,NEW,Account1,Strategy4,User2,2010-01-11T09:36:56.135572,20100111
7172fefab47043619c06d8d2ab7cc788,V LN Equity,EUR,B,188.4688318,85839,portfolio5,NEW,Account5,Strategy1,User2,2010-01-11T04:28:47.552271,20100111
040e00ff675b478e869f75d6296b2f03,V LN Equity,NOK,B,205.2985798,426714,portfolio1,NEW,Account5,Strategy6,User1,2010-01-10T15:14:31.302040,20100110
5d929a0024854934abd4b58cf392a9bf,V LN Equity,KRW,S,1474.47006,279076,portfolio6,NEW,Account3,Strategy6,User5,2010-01-11T14:23:48.407761,20100111
5ea3fe220ed94c27b04534b2249eb29a,V LN Equity,EUR,S,187.8395867,64737,portfolio4,NEW,Account5,Strategy3,User6,2010-01-11T19:05:58.719464,20100111
7ff8e40e3af540bdb1af75cadeef04d8,V LN Equity,USD,S,766.842853,114243,portfolio5,NEW,Account3,Strategy5,User2,2010-01-11T17:43:27.799137,20100111
58b881e2bb73407a8e801bb9cb6eb1ef,V LN Equity,NOK,S,204.7333593,626385,portfolio1,NEW,Account5,Strategy1,User3,2010-01-11T03:51:37.928847,20100111
4c235923932743e1907ed870ec8825e9,V LN Equity,JPY,B,479.5201511,270698,portfolio4,NEW,Account1,Strategy5,User4,2010-01-13T16:33:20.407198,20100113
27a173d153594aa8856c69a0ae22d881,V LN Equity,USD,S,770.2189137,669915,portfolio5,NEW,Account2,Strategy6,User4,2010-01-12T20:58:13.947090,20100112
86f5eb19ddc14fc88cf7e9b97f2955d8,V LN Equity,USD,S,766.4300635,40238,portfolio6,NEW,Account6,Strategy4,User4,2010-01-12T22:47:16.493824,20100112
f92804894c3447d68bd21f1a03b15976,V LN Equity,JPY,B,483.9421625,691352,portfolio1,NEW,Account3,Strategy4,User4,2010-01-14T04:23:28.467609,20100114
de471eae11244617a980d4d9ac5c58a8,V LN Equity,USD,B,765.4437885,486100,portfolio6,NEW,Account4,Strategy3,User2,2010-01-13T13:50:45.489573,20100113
c1a178c3f61d4101ba7c48a6c9e64937,V LN Equity,USD,B,762.2344785,619758,portfolio2,NEW,Account1,Strategy3,User3,2010-01-13T16:01:43.015060,20100113
2503ea71a8d145ab97c210fd882c26ab,V LN Equity,GBP,B,769.2041564,556193,portfolio5,NEW,Account1,Strategy4,User3,2010-01-04T22:57:36.429153,20100104
d96b8e9610dc4184928b17b5c5efd297,V LN Equity,USD,S,759.3178854,696179,portfolio4,NEW,Account2,Strategy5,User2,2010-01-13T20:04:35.147005,20100113
3bca64f6088b4d6ba14c84656367a4a4,V LN Equity,JPY,S,482.1264195,152296,portfolio3,NEW,Account4,Strategy2,User2,2010-01-14T09:38:17.437796,20100114
739f5dda65594ca5b8b98d3204d203cf,V LN Equity,KRW,S,1469.775218,315958,portfolio1,NEW,Account5,Strategy3,User3,2010-01-12T18:45:25.576743,20100112
995b41e6db3648a7aede7a78c49cfc4f,V LN Equity,EUR,S,187.9433252,303351,portfolio4,NEW,Account2,Strategy3,User3,2010-01-12T13:53:50.852379,20100112
d06ac5b8f2694a70b7ce1e1095a29495,V LN Equity,USD,B,761.1960221,404656,portfolio1,NEW,Account5,Strategy2,User4,2010-01-14T20:05:57.740740,20100114
9d964f20507e4cec94b695a33f0eec2f,V LN Equity,NOK,B,202.7873146,387109,portfolio1,NEW,Account5,Strategy1,User4,2010-01-11T09:05:48.907507,20100111
fe2e74051be24dffbcd4391fc1233ed4,V LN Equity,USD,B,765.5717995,132170,portfolio4,NEW,Account5,Strategy3,User1,2010-01-15T12:38:30.150661,20100115
863287c4ba2444d48374bfa7c12bebcd,V LN Equity,USD,B,764.3309821,372335,portfolio3,NEW,Account3,Strategy6,User6,2010-01-16T01:05:44.964128,20100116
0d65b3bc2ab84ac9b2b7e77727cfa140,V LN Equity,USD,B,760.4404641,336415,portfolio4,NEW,Account3,Strategy3,User6,2010-01-16T16:53:10.499611,20100116
03df149ed53b47578051655af9fc1a9c,V LN Equity,GBP,S,772.7334893,760170,portfolio6,NEW,Account6,Strategy4,User2,2010-01-05T01:46:26.011236,20100105
813a4958b392493a8c4597e879b64977,V LN Equity,EUR,B,192.6083745,28288,portfolio3,NEW,Account6,Strategy6,User1,2010-01-13T04:56:56.873389,20100113
91301d654ad647f48ca06d24c9358a75,V LN Equity,JPY,B,486.4319976,539905,portfolio6,NEW,Account6,Strategy6,User5,2010-01-15T03:59:27.312303,20100115
e5a71397bf604d2b9b1cb1fc33a56702,V LN Equity,JPY,S,491.145152,377006,portfolio2,NEW,Account6,Strategy6,User5,2010-01-15T18:36:00.771434,20100115
addfb21f92d546099debcec4d87b969c,V LN Equity,NOK,S,203.6410623,860360,portfolio5,NEW,Account3,Strategy5,User1,2010-01-12T04:17:24.113188,20100112
025b499a790c4e24b717773a33a26a6d,V LN Equity,NOK,S,201.6658625,809170,portfolio3,NEW,Account4,Strategy1,User2,2010-01-13T06:38:42.629545,20100113
947c7cf216dc454ea7d430a7ca1a12e8,V LN Equity,KRW,S,1467.08223,397448,portfolio5,NEW,Account1,Strategy5,User1,2010-01-13T12:24:00.820028,20100113
e8fc2a702ebe470e8e291de3c3a85713,V LN Equity,NOK,B,201.2774867,991345,portfolio3,NEW,Account6,Strategy4,User5,2010-01-14T06:07:06.651148,20100114
b328deb614094f029708b58724512a1b,V LN Equity,USD,B,764.1194628,962142,portfolio4,NEW,Account4,Strategy1,User6,2010-01-17T01:19:44.490453,20100117
776b0f1e199843dc8492356a40116d81,V LN Equity,EUR,B,190.9785606,223108,portfolio3,NEW,Account5,Strategy2,User1,2010-01-13T07:06:49.772117,20100113
29cf54dcd5f64c9ba7ce9e86cad8d738,V LN Equity,JPY,B,489.1285318,484759,portfolio5,NEW,Account4,Strategy4,User6,2010-01-16T15:14:25.296782,20100116
3cee8a9208c54a58811dca658ff35cf2,V LN Equity,USD,B,760.3409678,787983,portfolio6,NEW,Account4,Strategy1,User5,2010-01-17T11:30:16.575299,20100117
8f578a957e0a4eb99fb8604fae96c513,V LN Equity,GBP,B,771.6158314,93453,portfolio5,NEW,Account6,Strategy2,User4,2010-01-05T22:17:34.355042,20100105
5d9ac5203e7a441a836e9e6311f8b3b8,V LN Equity,GBP,S,767.184052,234024,portfolio6,NEW,Account4,Strategy3,User6,2010-01-06T15:25:01.015120,20100106
5756ec04c69a4797a79d7294e7bbae0d,V LN Equity,JPY,S,487.0953318,41180,portfolio5,NEW,Account6,Strategy3,User3,2010-01-16T18:43:47.994584,20100116
be48d78b84ca43c7b8a3b21081be03a3,V LN Equity,EUR,B,194.8127998,999501,portfolio6,NEW,Account2,Strategy5,User1,2010-01-13T13:00:08.524421,20100113
935efb480f074ceda4948166bb7af50a,V LN Equity,NOK,B,198.2416358,228607,portfolio1,NEW,Account3,Strategy2,User5,2010-01-14T11:39:15.524766,20100114
e55e3b45d474463191cb98cad8651ed7,V LN Equity,USD,S,764.1977794,653463,portfolio2,NEW,Account4,Strategy5,User6,2010-01-17T23:23:36.615541,20100117
bb03afabc0d7402b961dbed48cb9f22b,V LN Equity,JPY,B,491.5639793,497961,portfolio4,NEW,Account2,Strategy4,User5,2010-01-17T00:38:37.133062,20100117
f60674c7f14c4b939b6e5c36fdae8586,V LN Equity,USD,S,765.2370958,247518,portfolio3,NEW,Account6,Strategy1,User2,2010-01-18T12:00:18.847572,20100118
e12c7b97d47742ffa8b666dd0c1b081e,V LN Equity,KRW,B,1469.180704,404811,portfolio1,NEW,Account1,Strategy3,User5,2010-01-14T04:14:51.431669,20100114
eeaf789ff32c434a813e302e88f1cfc6,V LN Equity,JPY,B,492.7750874,461391,portfolio6,NEW,Account4,Strategy3,User2,2010-01-17T11:22:23.878653,20100117
e82e303ff4124ae5b41ce74c3155f239,V LN Equity,USD,B,761.444602,912591,portfolio4,NEW,Account1,Strategy1,User6,2010-01-18T19:24:00.615298,20100118
af7b87170b084ed58b4fa59299ef7a9a,V LN Equity,USD,S,766.1094808,553507,portfolio2,NEW,Account5,Strategy4,User5,2010-01-19T05:58:45.007922,20100119
41967b1052f94d8c9faa80281042bc66,V LN Equity,USD,S,763.8034589,82566,portfolio2,NEW,Account1,Strategy6,User3,2010-01-19T19:58:02.750968,20100119
71e9973a6de0409cb4cf18026348df9d,V LN Equity,KRW,B,1465.848815,753661,portfolio3,NEW,Account1,Strategy1,User2,2010-01-14T17:33:07.669662,20100114
88e638bfe8aa4846bf5186c39240bbb1,V LN Equity,EUR,S,195.0810081,328480,portfolio4,NEW,Account2,Strategy4,User4,2010-01-13T19:32:34.833514,20100113
ca31718f6fe040fa9b9532a0d2a34f9b,V LN Equity,EUR,B,194.6349094,211495,portfolio5,NEW,Account6,Strategy2,User1,2010-01-14T15:21:56.236484,20100114
7c57054b81904de4a2de3b3a5e1ba216,V LN Equity,NOK,B,196.953147,769134,portfolio3,NEW,Account1,Strategy4,User4,2010-01-14T15:07:50.092158,20100114
e2ab1a53663b46bc80f39a434b062e0a,V LN Equity,EUR,S,191.0266408,85617,portfolio4,NEW,Account3,Strategy5,User6,2010-01-15T14:03:17.555686,20100115
e8717e7f7de04971b0f89bf902c216ff,V LN Equity,NOK,S,196.8068996,263652,portfolio3,NEW,Account1,Strategy5,User1,2010-01-14T23:44:04.197336,20100114
0dd266b540ca4fbf82aabddac1c45a06,V LN Equity,JPY,B,493.3116017,360062,portfolio1,NEW,Account5,Strategy2,User1,2010-01-17T18:57:08.355274,20100117
eb6a8b5ab0ad48fc9e311fac6b63726f,V LN Equity,NOK,B,196.16956,55289,portfolio4,NEW,Account3,Strategy6,User4,2010-01-15T13:22:14.252032,20100115
b6fa32015cfe4fceaf81c2cb52fa255b,V LN Equity,USD,S,766.0938461,517154,portfolio1,NEW,Account1,Strategy3,User6,2010-01-20T12:37:27.600916,20100120
83e4f1a132a94fb1830620efab86c180,V LN Equity,GBP,S,762.6227455,125186,portfolio3,NEW,Account3,Strategy2,User2,2010-01-07T02:39:03.202064,20100107
6cbedeae37dd45318590cca990cefe3b,V LN Equity,KRW,B,1464.143765,234084,portfolio2,NEW,Account2,Strategy3,User2,2010-01-15T16:29:13.497142,20100115
b63447752d2948b29dcc6a55db7e78fb,V LN Equity,GBP,B,759.2356771,921742,portfolio6,NEW,Account1,Strategy3,User4,2010-01-07T23:55:59.594935,20100107
2bb60bb27d66459eb7f2c8799014abdd,V LN Equity,KRW,B,1461.357189,835599,portfolio3,NEW,Account4,Strategy3,User4,2010-01-16T11:51:30.097002,20100116
4bdb642f1feb4512ba9b511c5ccb6682,V LN Equity,EUR,B,188.7980611,363081,portfolio1,NEW,Account1,Strategy2,User6,2010-01-16T00:39:39.717081,20100116
83061862e80646ee8473b09286dfecfe,V LN Equity,USD,B,761.8160431,553200,portfolio1,NEW,Account4,Strategy3,User1,2010-01-20T14:23:57.054751,20100120
99abbadcc0e0483b893cd224bc85dbfe,V LN Equity,NOK,B,196.5505199,161539,portfolio4,NEW,Account6,Strategy4,User4,2010-01-15T14:53:18.276677,20100115
b8aee95a3a4b4ab3b6e8145bf8710d10,V LN Equity,NOK,S,201.2631181,53773,portfolio3,NEW,Account3,Strategy1,User1,2010-01-15T16:59:32.605603,20100115
b6f8474abaf94555930033695f66d40c,V LN Equity,KRW,S,1457.309922,474078,portfolio2,NEW,Account1,Strategy6,User1,2010-01-16T16:20:21.634872,20100116
8c5b895cff8c4d73938150a811c3c590,V LN Equity,NOK,S,199.7572064,419071,portfolio3,NEW,Account5,Strategy4,User3,2010-01-16T19:30:41.278794,20100116
d594c158eade42339f0b1b9e70afa8ab,V LN Equity,USD,B,758.382273,920124,portfolio5,NEW,Account6,Strategy2,User3,2010-01-20T23:40:22.773013,20100120
36c525d862d04e3b8e9dc76afc6902b8,V LN Equity,USD,B,762.0363504,981324,portfolio1,NEW,Account5,Strategy4,User6,2010-01-21T22:56:41.562059,20100121
422519a2fcf84a0e8446799b7dd9c7aa,V LN Equity,KRW,B,1452.759807,522144,portfolio1,NEW,Account6,Strategy5,User1,2010-01-16T20:43:30.614392,20100116
2dbbf63ea3f14edda162979cd13fba4d,V LN Equity,JPY,B,496.9709503,920511,portfolio5,NEW,Account2,Strategy2,User5,2010-01-17T23:30:58.971525,20100117
c9716f8a064d40f08c473f5dde27b5d2,V LN Equity,NOK,S,199.7545018,882102,portfolio1,NEW,Account4,Strategy5,User2,2010-01-17T19:41:41.243265,20100117
37e81504cf4a49fd86f5062c5469b58c,V LN Equity,NOK,B,199.3262557,849253,portfolio1,NEW,Account5,Strategy3,User1,2010-01-19T00:30:40.125252,20100119
c33967c9d1b341b5b8c3a87262d61bd1,V LN Equity,NOK,B,197.7240993,308116,portfolio3,NEW,Account2,Strategy4,User6,2010-01-19T23:34:47.064514,20100119
57ccce819afc4f34b2465c4d32ade9fc,V LN Equity,NOK,S,199.2404827,403235,portfolio5,NEW,Account1,Strategy3,User6,2010-01-20T14:54:10.376850,20100120
b0229df5e95645b9955478a00480285a,V LN Equity,NOK,B,200.5524531,629389,portfolio6,NEW,Account5,Strategy3,User3,2010-01-20T23:48:36.615188,20100120
8c7d7c421f504745bbdf356c64206e10,V LN Equity,EUR,S,189.9067641,888794,portfolio2,NEW,Account4,Strategy5,User1,2010-01-16T11:12:48.325085,20100116
bd680667beea4f73beb3b0de2873ebe1,V LN Equity,NOK,B,201.6276252,623608,portfolio5,NEW,Account2,Strategy2,User6,2010-01-21T14:10:38.418478,20100121
2500f25ea67b4e6f970f942871d9a4b7,V LN Equity,JPY,S,494.5306692,637072,portfolio2,NEW,Account6,Strategy6,User4,2010-01-18T19:59:20.488349,20100118
dfc20b47dfc840b3873cbb0f126f2fc5,V LN Equity,KRW,S,1451.080526,297003,portfolio3,NEW,Account3,Strategy5,User5,2010-01-17T20:49:39.542583,20100117
